,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEASURE - Metric tons in millions
,YEAR,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
  Africa,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.268747,45.702275,45.0193,44.600192,42.020148,37.7858,32.7685,36.611,37.19,39.35,38.698,40.511,39.042,35.314,30.599
  Africa,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.0017442936,44.5413190349,43.524576,39.763217,39.337152,46.311793,51.053201,59.499264,70.999087,72.081207,81.189159,93.528883,99.938864,113.364316,107.944316
  Africa,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,268.7431013221,290.1789014165,288.4767431597,301.8380391597,319.3501551597,275.6798201597,298.928445,310.710785,337.000246,363.505445,360.14731,341.965033,362.828433,384.995433,371.515274
  Africa,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,349.0135926157,380.4224954514,377.0206191597,386.2014481597,400.7074551597,359.7774131597,382.750146,406.821049,445.189333,474.936652,480.034469,476.004916,501.809297,533.673749,510.05859
    Northern Africa,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129.235883,129.685252,132.921202,120.044848,122.584173,93.709094,127.958117,96.221767,67.882,63.452,57.645,83.6,88.436,92.243,54.443
    Northern Africa,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.482014,62.595084,61.856841,65.440912,65.010029,41.627395,39.228657,53.096,43.936607,31.962607,29.718244,30.320607,28.657407,43.027607,37.749307
    Northern Africa,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.2258500115,82.5125921786,79.534753,72.160002,78.505864,86.119935,91.037528,100.977777,95.588409,82.113409,83.085363,88.128653,105.420653,115.796153,113.796153
    Northern Africa,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,278.9437470115,274.7929281786,274.312796,257.645762,266.100066,221.456424,258.224302,250.295544,207.407016,177.528016,170.448607,202.04926,222.51406,251.06676,205.98846
    Northern Africa,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.972803,7.528249,11.304,12.2433,11.2644,8.15,8.966,9.766,7.4,7.7,9.498,11.585,13.978,9.355,6.255
    Northern Africa,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8272732587,14.982804,17.142607,15.029252,15.141015,15.877,14.95288,22.08988,31.38188,29.175,28.586633,32.608,36.028,42.928,38.928
    Northern Africa,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,143.228237875,156.5588371529,155.125969,163.026601,178.087828,135.203516,143.552864,149.729982,168.262886,188.069766,185.874389,178.815723,183.746123,190.616123,176.716123
    Northern Africa,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,163.0283141337,179.0698901529,183.572576,190.299153,204.493243,159.230516,167.471744,181.585862,207.044766,224.944766,223.959022,223.008723,233.752123,242.899123,221.899123
    Sub-Saharan Africa,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,224.5201174,232.8248236,246.239564,233.955704,221.011406,244.296,236.2702,231.3117,236.447,230.224,213.67452,207.72452,209.001,210.578999,181.678999
    Sub-Saharan Africa,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.549765,19.248791,21.450123,17.517974,16.512596,26.889015,30.921439,29.29355,30.409545,26.613545,29.063583,40.1125,41.776455,48.614058,45.684058
    Sub-Saharan Africa,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196.8897637884,205.2244173964,221.3518064895,200.9350754895,222.770468608,235.749707608,234.801419608,264.452647608,263.847792608,280.643307608,280.476245608,288.390520608,289.743904804,303.822074804,302.112074804
    Sub-Saharan Africa,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,442.9596461884,457.2980319964,489.0414934895,452.4087534895,460.294470608,506.934722608,501.993058608,525.057897608,530.704337608,537.480852608,523.214348608,536.227540608,540.521359804,563.015131804,529.475131804
    Sub-Saharan Africa,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.295944,38.174026,33.7153,32.356892,30.755748,29.6358,23.8025,26.845,29.79,31.65,29.2,28.926,25.064,25.959,24.344
    Sub-Saharan Africa,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.1744710349,29.5585150349,26.381969,24.733965,24.196137,30.434793,36.100321,37.409384,39.617207,42.906207,52.602526,60.920883,63.910864,70.436316,69.016316
    Sub-Saharan Africa,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125.5148634471,133.6200642636,133.3507741597,138.8114381597,141.2623271597,140.4763041597,155.375581,160.980803,168.73736,175.435679,174.272921,163.14931,179.08231,194.37931,194.799151
    Sub-Saharan Africa,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,185.985278482,201.3526052985,193.4480431597,195.9022951597,196.2142121597,200.5468971597,215.278402,225.235187,238.144567,249.991886,256.075447,252.996193,268.057174,290.774626,288.159467
      Eastern Africa,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.096,3.286,3.186
      Eastern Africa,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.463946,0.431467,0.298497,0.0,0.0,0.359659,0.466611,0.399487,0.399487,0.403487,0.549525,2.768442,4.065397,8.384,8.264
      Eastern Africa,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.048876,21.070499608,22.163322608,19.597399608,20.332599608,18.256874608,16.390338608,15.449197608,16.650025608,16.515025608,17.192876608,17.281356608,19.273637804,19.790618804,19.290618804
      Eastern Africa,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.512822,21.501966608,22.461819608,19.597399608,20.332599608,18.616533608,16.856949608,15.848684608,17.049512608,16.918512608,17.742401608,20.108798608,23.435034804,31.460618804,30.740618804
      Eastern Africa,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.123,2.123,1.773,1.737,1.87206,1.42,1.772,1.872,0.6,0.6,0.349,0.7,0.262,0.735,0.0
      Eastern Africa,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.138041,7.942566,6.94666,8.513846,7.902316,8.613416,9.755275,8.68101,10.922216,9.367216,13.633216,16.613916,16.128216,19.078916,18.868916
      Eastern Africa,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.813177,18.9961146568,20.094447,17.937724,19.772038,21.916975,22.176485,24.892427,25.834542,29.016861,30.970892,32.898281,37.122281,52.454281,52.534122
      Eastern Africa,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.074218,29.0616806568,28.814107,28.18857,29.546414,31.950391,33.70376,35.445437,37.356758,38.984077,44.953108,50.212197,53.512497,72.268197,71.403038
      Middle Africa,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113.95292,122.68292,134.181564,129.26418,124.450406,129.336,128.4172,131.701,124.302,124.879,124.154,112.548,110.229,105.437,100.637
      Middle Africa,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.564,2.624334,5.849698,1.9792,2.032098,6.015098,7.0677,5.928,6.563,6.463,7.551,6.707,7.825,7.525,6.976
      Middle Africa,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.2588318815,7.7639298815,8.9643998815,8.5020958815,9.170016,9.302318,11.272573,12.830573,11.130573,12.630573,13.630573,13.9353,16.6883,16.3863,16.1763
      Middle Africa,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,122.7757518815,133.0711838815,148.9956618815,139.7454758815,135.65252,144.653416,146.757473,150.459573,141.995573,143.972573,145.335573,133.1903,134.7423,129.3483,123.7893
      Middle Africa,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.139,2.8035,1.743,1.870468,1.618788,1.42,0.865,1.6,1.9,1.9,2.12,2.82,1.324,1.332,1.122
      Middle Africa,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.684129,1.891129,2.795141,2.749226,2.749226,3.837843,4.355726,4.432726,3.940343,6.322343,8.388343,8.612,5.835,6.895,6.885
      Middle Africa,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.327457,7.6538081597,8.9339541597,9.8739941597,11.3924941597,12.0283951597,13.82864,15.9314,17.213237,16.513237,15.553237,16.453237,21.233237,27.802237,28.002237
      Middle Africa,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.150586,12.3484371597,13.4720951597,14.4936881597,15.7605081597,17.2862381597,19.049366,21.964126,23.05358,24.73558,26.06158,27.885237,28.392237,36.029237,36.009237
      Southern Africa,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.005,0.005,0.2988,0.268,0.284,0.0,0.0,0.5107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
      Southern Africa,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.92,5.92,6.165528,5.084,5.38904,2.45,3.9445,3.969005,3.3,3.0,3.216,3.6,4.616,5.63,5.17
      Southern Africa,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129.8627260069,129.8627260069,136.041419,131.478596,139.46495,150.7406,159.833718,161.550628,163.35,174.65,166.969,173.756,168.93,173.106,173.106
      Southern Africa,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135.7877260069,135.7877260069,142.505747,136.830596,145.13799,153.1906,163.778218,166.030333,166.65,177.65,170.185,177.356,173.546,178.736,178.276
      Southern Africa,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.62517,25.62517,23.406,21.963,20.758,21.698,15.869,17.023,21.54,23.2,23.006,20.03,18.903,19.47,18.87
      Southern Africa,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6005137349,2.6005137349,3.146508,2.682,2.497374,2.478,4.52,4.455,8.455,8.455,9.131,8.163,10.75,11.46,11.56
      Southern Africa,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.1409879471,39.1409879471,42.786962,44.796362,36.947648,26.816093,30.515705,29.028811,27.03,25.67,27.042,21.107,24.647,23.243,22.983
      Southern Africa,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.366671682,67.366671682,69.33947,69.441362,60.203022,50.992093,50.904705,50.506811,57.025,57.325,59.179,49.3,54.3,54.173,53.413
      Western Africa,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.5621974,110.1369036,111.7592,104.423524,96.277,114.96,107.853,99.1,112.145,105.345,89.52052,95.11752,98.676,101.855999,77.855999
      Western Africa,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.601819,10.27299,9.1364,10.454774,9.091458,18.064258,19.442628,18.997058,20.147058,16.747058,17.747058,27.037058,25.270058,27.075058,25.274058
      Western Africa,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.7193299,46.5272619,54.182665,41.356984,53.802903,57.449915,47.30479,74.622249,72.717194,76.847709,82.683796,83.417864,84.851967,94.539156,93.539156
      Western Africa,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,162.8833463,166.9371555,175.078265,156.235282,159.171361,190.474173,174.600418,192.719307,205.009252,198.939767,189.951374,205.572442,208.798025,223.470213,196.669213
      Western Africa,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.408774,7.622356,6.7933,6.786424,6.5069,5.0978,5.2965,6.35,5.75,5.95,3.725,5.376,4.575,4.422,4.352
      Western Africa,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.7517873,17.1243063,13.49366,10.788893,11.047221,15.505534,17.46932,19.840648,16.299648,18.761648,21.449967,27.531967,31.197648,33.0024,31.7024
      Western Africa,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.2332415,67.8291535,61.535411,66.203358,73.150147,79.714841,88.854751,91.128165,98.659581,104.235581,100.706792,92.690792,96.079792,90.879792,91.279792
      Western Africa,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.3938028,92.5758158,81.822371,83.778675,90.704268,100.318175,111.620571,117.318813,120.709229,128.947229,125.881759,125.598759,131.85244,128.304192,127.334192
  America,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,273.471972,277.1239633026,258.68846771,249.595114,256.4390566,278.083976,284.037128,273.697821,275.656233,274.531233,293.545358,298.1713,324.024321,417.502432,393.938321
  America,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180.248318,181.9546600952,212.02477253,197.72801933,200.172804135,232.336833205,223.39105,206.228898,216.110328,230.836648,222.936648,228.949448,262.1503,211.8132,184.9396
  America,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1122.366645,1240.8848833011,1330.0361562411,1228.6122192411,1348.4876236861,1465.9280563169,1570.170374354,1604.02501,1631.983452,1724.308302,1724.713245,1772.674923,1835.159273,1937.257284,1907.047544
  America,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1576.086935,1699.9635066989,1800.7493964811,1675.9353525711,1805.0994844211,1976.3488655219,2077.598552354,2083.951729,2123.750013,2229.676183,2241.195251,2299.795671,2421.333894,2566.572916,2485.925465
  America,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,564.710419,589.5149312,555.506235,509.534799,532.784751,484.126285,476.375046,425.674002,378.460862,355.100712,349.171712,313.5592,303.2712,294.02746,236.62246
  America,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,217.384934,220.0949949768,208.7476804848,205.5499413848,211.8098214848,187.753406,195.6651423848,191.6678753848,202.4679153848,202.7806553848,223.0354353848,215.7799243848,240.0002663848,251.7306333848,223.2806333848
  America,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,755.791534,729.0380888478,703.0690933978,540.4278303978,597.6215723978,694.4146083978,752.7166089338,828.022493,826.976604,850.878234,833.37277,897.143682,970.754032,960.601772,939.49813
  America,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1537.886887,1538.6480150246,1467.3230088826,1255.5125707826,1342.2161448826,1366.2942993978,1424.7567973186,1445.3643703848,1407.9053813848,1408.7596013848,1405.5799173848,1426.4828063848,1514.0254983848,1506.3598653848,1399.4012233848
    Northern America,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.155,24.8505851926,24.105641,23.879814,25.4863,24.255076,30.727321,33.727321,43.055233,51.055233,61.055233,72.977321,123.407321,195.557321,193.477321
    Northern America,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.368834,91.3018013652,119.006254,123.755065,126.947679205,154.353583205,137.445,136.418648,139.682328,147.018648,142.018648,157.018648,173.5,130.5,109.3
    Northern America,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,436.845474,516.7054016784,549.410575,498.498077,523.095574845,563.997593845,626.8078559,650.148031,640.047251,680.047251,683.447487,706.0,739.04,833.953,813.953
    Northern America,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,545.369308,632.8577882362,692.52247,646.132956,675.52955405,742.60625305,794.9801769,820.294,822.784812,878.121132,886.521368,935.995969,1035.947321,1160.010321,1116.730321
    Northern America,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,500.961953,513.511226,481.288635,445.183983,463.484385,413.039399,401.775,356.3,313.33886,289.33886,297.25086,266.05,256.2,248.98,196.98
    Northern America,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155.670245,156.059949592,138.870102,131.997046,135.207828,113.883838,112.092,102.3,102.66108,100.66108,94.80108,74.356108,90.75,108.0,93.3
